FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value,Crime or Offence
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,445,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,10,Crimes: Group 1: Robbery
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,52,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,20,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,7213,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,1244,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,489,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,114,Offences: Group 7: Wildlife offences
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,41,Offences: Group 7: Environmental offences
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,1,Offences: Group 7: Environmental offences
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 2: Indecent photos of children
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,2,Offences: Group 7: Wildlife offences
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,388,Offences: Group 8: Dangerous and careless driving
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,640,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,62,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,1388,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,699,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,4,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,794,Offences: Group 6: Racially aggravated conduct
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,3722,Crimes: Group 3: Housebreaking
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,29,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,2095,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,13,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,11058,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,7,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,186,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,14,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,50,Offences: Group 8: Mobile phone offences
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,677,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,2290,Offences: Group 8: Mobile phone offences
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,6,Offences: Group 6: Drunkenness and other disorderly conduct
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,3,Offences: Group 7: Licensing offences
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,10,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,632,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,6470,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,183,All Group 6: Antisocial offences
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,8542,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,124,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,70,Offences: Group 7: Other misc. offences
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,141,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,8407,All Group 6: Antisocial offences
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,34186,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,1012,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,6,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,21,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,13185,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,453,Offences: Group 8: Dangerous and careless driving
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,4026,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,3504,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,10,Offences: Group 8: Dangerous and careless driving
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,689,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,4328,Crimes: Group 3: Housebreaking
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,17,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,83,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,2233,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,59129,All Crimes
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,1,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,23,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,14,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,51,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2002/2003,Count,Crimes Or Offences Recorded,4095,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2002/2003,Count,Crimes Or Offences Recorded,4440,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2002/2003,Count,Crimes Or Offences Recorded,594,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2002/2003,Count,Crimes Or Offences Recorded,487,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2002/2003,Ratio,Crimes Or Offences Recorded,154,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2002/2003,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2002/2003,Count,Crimes Or Offences Recorded,3459,Crimes: Group 3: Housebreaking
S12000036,City of Edinburgh,Council Area,2002/2003,Ratio,Crimes Or Offences Recorded,13,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2002/2003,Ratio,Crimes Or Offences Recorded,57,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2002/2003,Count,Crimes Or Offences Recorded,2561,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,29,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,768,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,2,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2002/2003,Count,Crimes Or Offences Recorded,765,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2002/2003,Ratio,Crimes Or Offences Recorded,176,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2002/2003,Count,Crimes Or Offences Recorded,14,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,169,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,72,Crimes: Group 3: Shoplifting
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,63,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,2274,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,946,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,8,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,11,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,862,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,3197,Crimes: Group 3: Shoplifting
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,13,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,296,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,5276,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,668,Crimes: Group 1: Robbery
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,90,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,767,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,15,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,0,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,104,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,276,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,10630,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,89,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,6,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,5830,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,10,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,231,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,131,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,76,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,626,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,6090,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,19,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,1328,All Crimes
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,434,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,50,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,137,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,10265,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,2822,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,359,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,118,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,121,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2002/2003,Count,Crimes Or Offences Recorded,83,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2002/2003,Ratio,Crimes Or Offences Recorded,268,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2002/2003,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2002/2003,Count,Crimes Or Offences Recorded,126,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,2002/2003,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2002/2003,Count,Crimes Or Offences Recorded,9768,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2002/2003,Ratio,Crimes Or Offences Recorded,10,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2002/2003,Count,Crimes Or Offences Recorded,99,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2002/2003,Count,Crimes Or Offences Recorded,79,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2002/2003,Count,Crimes Or Offences Recorded,1,Crimes: Group 1: Death by dangerous driving
