FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value,Crime or Offence
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,1,Offences: Group 7: Environmental offences
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,1,Offences: Group 8: Mobile phone offences
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,517,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,86,Offences: Group 7: Licensing offences
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,99,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,299,Offences: Group 8: Speeding
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,1,Offences: Group 8: Seat belt offences
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,134,All Group 8: Road traffic offences
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,12,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,1,Crimes: Group 2: Indecent photos of children
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,629,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,57,Offences: Group 8: Seat belt offences
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,306,Offences: Group 6: Racially aggravated conduct
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,649,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,2,Offences: Group 7: Licensing offences
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,1,Offences: Group 8: Vehicle defect offences
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,202,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,22,All Group 7: Miscellaneous offences
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,619,All Crimes
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,19,Offences: Group 8: Dangerous and careless driving
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,93,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,35,Offences: Group 8: Other road traffic offences
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,883,Offences: Group 7: Community and public order offences
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,34,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,91,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,410,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,116,Offences: Group 6: Drunkenness and other disorderly conduct
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,89,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,3,Offences: Group 7: Licensing offences
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,76,Crimes: Group 3: Shoplifting
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,562,Offences: Group 8: Speeding
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,2,Offences: Group 7: Wildlife offences
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,10,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,701,All Crimes
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,291,All Offences
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,65,Offences: Group 8: Unlawful use of vehicle
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,22,All Group 7: Miscellaneous offences
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,5,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,1,Offences: Group 7: Environmental offences
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,176,All Group 8: Road traffic offences
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,11,Offences: Group 8: Speeding
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,4,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,376,Crimes: Group 5: Weapons possession (used)
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,509,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,2,Offences: Group 6: Drunkenness and other disorderly conduct
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,36815,All Crimes
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,6,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,3,Crimes: Group 2: Communicating indecently
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,15266,All Offences
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,30,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,45,Crimes: Group 2: Indecent photos of children
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,1154,All Group 7: Miscellaneous offences
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,3389,Offences: Group 8: Unlawful use of vehicle
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,4292,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,3,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,12,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,9,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,48,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,5303,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,7180,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,0,Crimes: Coronavirus Restrictions
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,1769,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,5534,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,6,Offences: Group 8: Mobile phone offences
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,18,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,330,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,774,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,57,Offences: Group 8: Other road traffic offences
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,7,Crimes: Group 5: Weapons possession (used)
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,120,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,93,All Group 6: Antisocial offences
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,374,Offences: Group 8: Vehicle defect offences
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,82,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,367,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,66,Offences: Group 7: Environmental offences
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,300,Offences: Group 8: Mobile phone offences
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,1569,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,6309,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,105,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,161,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,6,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,142,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,200,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,312,Offences: Group 6: Racially aggravated conduct
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,643,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,101,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,2989,Offences: Group 8: Other road traffic offences
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,305,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,1,Crimes: Group 2: Threatening to or disclosing intimate images
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,15,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,15,Offences: Group 7: Community and public order offences
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,1,Crimes: Group 2: Indecent photos of children
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,88,Offences: Group 7: Other misc. offences
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,4,Offences: Group 8: Seat belt offences
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,137,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,956,Offences: Group 8: Dangerous and careless driving
S12000036,City of Edinburgh,Council Area,2019/2020,Ratio,Crimes Or Offences Recorded,5,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,4881,All Group 6: Antisocial offences
S12000036,City of Edinburgh,Council Area,2019/2020,Count,Crimes Or Offences Recorded,9231,All Group 8: Road traffic offences
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,10,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,375,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,13,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,147,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,8770,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,5,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,429,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,69,Offences: Group 7: Other misc. offences
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,445,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,1,Offences: Group 7: Environmental offences
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,132,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,19,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,23,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,309,Offences: Group 6: Drunkenness and other disorderly conduct
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,201,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,40,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,322,Offences: Group 8: Dangerous and careless driving
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,21,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,55,Offences: Group 7: Environmental offences
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,898,Offences: Group 6: Racially aggravated conduct
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,5463,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,6825,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,8031,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,3803,Crimes: Group 3: Housebreaking
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,25,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,1859,Offences: Group 8: Seat belt offences
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,1,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,82,Crimes: Group 3: Housebreaking
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,92,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,944,All Group 7: Miscellaneous offences
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,123,Offences: Group 7: Licensing offences
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,119,Offences: Group 7: Wildlife offences
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,85,Crimes: Group 3: Shoplifting
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,2379,Offences: Group 8: Mobile phone offences
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,22887,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,542,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,959,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,9,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,12,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,7,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,390,Crimes: Group 1: Robbery
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,47,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,1846,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,108,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,12,Offences: Group 7: Community and public order offences
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,40,Offences: Group 8: Seat belt offences
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,51,Offences: Group 8: Mobile phone offences
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,3,Offences: Group 7: Licensing offences
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,7,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,33,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,37,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,9308,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,114,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,19,Offences: Group 6: Racially aggravated conduct
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,8,Crimes: Group 1: Robbery
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,824,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,7,Offences: Group 8: Dangerous and careless driving
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,36,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,8,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 2: Indecent photos of children
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,423,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,15,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,8303,All Group 6: Antisocial offences
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,208,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,14,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,46692,All Crimes
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,9,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,20,All Group 7: Miscellaneous offences
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,3,Offences: Group 7: Wildlife offences
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,1008,All Crimes
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,179,All Group 6: Antisocial offences
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,9638,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,673,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,7,Offences: Group 6: Drunkenness and other disorderly conduct
S12000036,City of Edinburgh,Council Area,2009/2010,Count,Crimes Or Offences Recorded,1709,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2009/2010,Ratio,Crimes Or Offences Recorded,173,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,241,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,16,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,46,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,2,Offences: Group 7: Other misc. offences
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,11,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,1651,Offences: Group 8: Seat belt offences
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,1052,All Group 7: Miscellaneous offences
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,736,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,36,Offences: Group 8: Seat belt offences
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,15,Offences: Group 7: Community and public order offences
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,221,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,24871,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,617,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,49,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,23,All Group 7: Miscellaneous offences
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,1125,All Crimes
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,86,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,120,Offences: Group 7: Licensing offences
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,30,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,81,Crimes: Group 3: Housebreaking
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,1764,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,6704,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,8,Offences: Group 8: Dangerous and careless driving
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,1,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,3,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,331,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,9,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,9879,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,707,Offences: Group 7: Community and public order offences
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,422,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,2401,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2008/2009,Count,Crimes Or Offences Recorded,442,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,15,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,97,Crimes: Group 3: Shoplifting
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,146,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2008/2009,Ratio,Crimes Or Offences Recorded,15,Crimes: Group 3: Other dishonesty
